field_id,table_name,field_name,description,data_type,required_when,unit_or_allowed_values,collection_method,collection_frequency,responsible_role,acceptable_evidence,validation_rule,sensitivity_class,linked_metrics
assurance_finding.corrective_action_due_date,assurance_finding,corrective_action_due_date,Due date,date,required for nonconformity,YYYY-MM-DD,assurance review/audit,assurance schedule/event,assurance provider,audit workpaper/finding record,provider independent; closure verified,program-confidential,M01|M02|M03|M04|M05|M06|M07|M08|M09|M10|M11|M12|M13|M14|M15|M16|M17|M18
assurance_finding.corrective_action_status,assurance_finding,corrective_action_status,Action status,enum,required,not_required|open|implemented|verified_closed,assurance review/audit,assurance schedule/event,assurance provider,audit workpaper/finding record,provider independent; closure verified,program-confidential,M01|M02|M03|M04|M05|M06|M07|M08|M09|M10|M11|M12|M13|M14|M15|M16|M17|M18
assurance_finding.closure_date,assurance_finding,closure_date,Verified closure date,date,required when verified_closed,YYYY-MM-DD,assurance review/audit,assurance schedule/event,assurance provider,audit workpaper/finding record,provider independent; closure verified,program-confidential,M01|M02|M03|M04|M05|M06|M07|M08|M09|M10|M11|M12|M13|M14|M15|M16|M17|M18
habitat_management_action.record_id,habitat_management_action,record_id,Immutable unique row identifier,string,required,,system assigned,at creation,data system,system record,unique; immutable,program-confidential,
habitat_management_action.farm_id,habitat_management_action,farm_id,Program-issued farm/property identifier,string,required,,system lookup,each record,farm data steward,farm master record,must exist in farm table,program-confidential,M01
habitat_management_action.reporting_period_id,habitat_management_action,reporting_period_id,Linked program reporting period,string,required,,system lookup,each record,farm data steward,reporting-period record,must exist in reporting_period table,program-confidential,
habitat_management_action.evidence_ids,habitat_management_action,evidence_ids,Pipe-delimited evidence IDs supporting row,list,required when evidence is specified,,evidence register linkage,each record,farm data steward,evidence register,every ID must exist,program-confidential,
habitat_management_action.data_status,habitat_management_action,data_status,Status of value/record,enum,required,observed|measured|estimated|unknown|not_collected|not_applicable,,each record,submitter,record metadata,estimated requires method; unknown cannot be zero,program-confidential,
habitat_management_action.qa_status,habitat_management_action,qa_status,Review state,enum,required,submitted|automated_check_passed|reviewed|verified|rejected,,each review,reviewer,review log,verified only by authorized reviewer,program-confidential,
habitat_management_action.management_action_id,habitat_management_action,management_action_id,Unique habitat management action ID,string,required,,habitat management plan/action record,annual/event,farm data steward,"plan, work record, photo/field verification",dates/status consistent; verified requires evidence,restricted ecological,M08|M09|M13|M18
habitat_management_action.habitat_polygon_id,habitat_management_action,habitat_polygon_id,Linked habitat polygon,string,required,,habitat management plan/action record,annual/event,farm data steward,"plan, work record, photo/field verification",dates/status consistent; verified requires evidence,restricted ecological,M08|M09|M13|M18
habitat_management_action.action_type,habitat_management_action,action_type,Approved action category,text,required,approved plan action list,habitat management plan/action record,annual/event,farm data steward,"plan, work record, photo/field verification",dates/status consistent; verified requires evidence,restricted ecological,M08|M09|M13|M18
habitat_management_action.action_description,habitat_management_action,action_description,Specific planned action,text,required,,habitat management plan/action record,annual/event,farm data steward,"plan, work record, photo/field verification",dates/status consistent; verified requires evidence,restricted ecological,M08|M09|M13|M18
habitat_management_action.due_date,habitat_management_action,due_date,Action due date,date,required,YYYY-MM-DD,habitat management plan/action record,annual/event,farm data steward,"plan, work record, photo/field verification",dates/status consistent; verified requires evidence,restricted ecological,M08|M09|M13|M18
habitat_management_action.completion_date,habitat_management_action,completion_date,Verified completion date,date,required when completed,YYYY-MM-DD,habitat management plan/action record,annual/event,farm data steward,"plan, work record, photo/field verification",dates/status consistent; verified requires evidence,restricted ecological,M08|M09|M13|M18
habitat_management_action.action_status,habitat_management_action,action_status,Action status,enum,required,planned|in_progress|completed|verified|overdue|cancelled,habitat management plan/action record,annual/event,farm data steward,"plan, work record, photo/field verification",dates/status consistent; verified requires evidence,restricted ecological,M08|M09|M13|M18
habitat_management_action.verification_method,habitat_management_action,verification_method,How completion was verified,text,required when completed/verified,,habitat management plan/action record,annual/event,farm data steward,"plan, work record, photo/field verification",dates/status consistent; verified requires evidence,restricted ecological,M08|M09|M13|M18
habitat_management_action.cancel_or_delay_reason,habitat_management_action,cancel_or_delay_reason,Approved reason for cancellation/delay,text,required when cancelled/overdue,,habitat management plan/action record,annual/event,farm data steward,"plan, work record, photo/field verification",dates/status consistent; verified requires evidence,restricted ecological,M08|M09|M13|M18
agrochemical_inventory_transaction.record_id,agrochemical_inventory_transaction,record_id,Immutable unique row identifier,string,required,,system assigned,at creation,data system,system record,unique; immutable,program-confidential,
agrochemical_inventory_transaction.farm_id,agrochemical_inventory_transaction,farm_id,Program-issued farm/property identifier,string,required,,system lookup,each record,farm data steward,farm master record,must exist in farm table,program-confidential,M01
agrochemical_inventory_transaction.reporting_period_id,agrochemical_inventory_transaction,reporting_period_id,Linked program reporting period,string,required,,system lookup,each record,farm data steward,reporting-period record,must exist in reporting_period table,program-confidential,
agrochemical_inventory_transaction.evidence_ids,agrochemical_inventory_transaction,evidence_ids,Pipe-delimited evidence IDs supporting row,list,required when evidence is specified,,evidence register linkage,each record,farm data steward,evidence register,every ID must exist,program-confidential,
agrochemical_inventory_transaction.data_status,agrochemical_inventory_transaction,data_status,Status of value/record,enum,required,observed|measured|estimated|unknown|not_collected|not_applicable,,each record,submitter,record metadata,estimated requires method; unknown cannot be zero,program-confidential,
agrochemical_inventory_transaction.qa_status,agrochemical_inventory_transaction,qa_status,Review state,enum,required,submitted|automated_check_passed|reviewed|verified|rejected,,each review,reviewer,review log,verified only by authorized reviewer,program-confidential,
agrochemical_inventory_transaction.inventory_transaction_id,agrochemical_inventory_transaction,inventory_transaction_id,Unique product inventory transaction ID,string,required,,invoice/inventory/application/disposal record,each transaction,farm data steward,"invoice, inventory ledger, disposal/transfer record",positive quantity; registration/list check; application link where used,program-confidential,M06|M10
agrochemical_inventory_transaction.transaction_date,agrochemical_inventory_transaction,transaction_date,Transaction date,date,required,YYYY-MM-DD,invoice/inventory/application/disposal record,each transaction,farm data steward,"invoice, inventory ledger, disposal/transfer record",positive quantity; registration/list check; application link where used,program-confidential,M06|M10
agrochemical_inventory_transaction.transaction_type,agrochemical_inventory_transaction,transaction_type,Inventory movement type,enum,required,purchase|opening_stock|transfer_in|application_use|transfer_out|disposal|closing_stock|adjustment,invoice/inventory/application/disposal record,each transaction,farm data steward,"invoice, inventory ledger, disposal/transfer record",positive quantity; registration/list check; application link where used,program-confidential,M06|M10
agrochemical_inventory_transaction.product_trade_name,agrochemical_inventory_transaction,product_trade_name,Product trade name,text,required,,invoice/inventory/application/disposal record,each transaction,farm data steward,"invoice, inventory ledger, disposal/transfer record",positive quantity; registration/list check; application link where used,program-confidential,M06|M10
agrochemical_inventory_transaction.registration_number,agrochemical_inventory_transaction,registration_number,Current product registration number,string,required,,invoice/inventory/application/disposal record,each transaction,farm data steward,"invoice, inventory ledger, disposal/transfer record",positive quantity; registration/list check; application link where used,program-confidential,M06|M10
agrochemical_inventory_transaction.quantity,agrochemical_inventory_transaction,quantity,Transaction quantity,decimal,required,L or kg; unit in quantity_unit,invoice/inventory/application/disposal record,each transaction,farm data steward,"invoice, inventory ledger, disposal/transfer record",positive quantity; registration/list check; application link where used,program-confidential,M06|M10
agrochemical_inventory_transaction.quantity_unit,agrochemical_inventory_transaction,quantity_unit,Quantity unit,enum,required,L|kg,invoice/inventory/application/disposal record,each transaction,farm data steward,"invoice, inventory ledger, disposal/transfer record",positive quantity; registration/list check; application link where used,program-confidential,M06|M10
agrochemical_inventory_transaction.counterparty_or_destination,agrochemical_inventory_transaction,counterparty_or_destination,"Supplier, recipient, or disposal destination",text,required when purchase/transfer/disposal,,invoice/inventory/application/disposal record,each transaction,farm data steward,"invoice, inventory ledger, disposal/transfer record",positive quantity; registration/list check; application link where used,program-confidential,M06|M10
agrochemical_inventory_transaction.application_id,agrochemical_inventory_transaction,application_id,Linked application event,string,required when application_use,,invoice/inventory/application/disposal record,each transaction,farm data steward,"invoice, inventory ledger, disposal/transfer record",positive quantity; registration/list check; application link where used,program-confidential,M06|M10
agrochemical_inventory_transaction.adjustment_reason,agrochemical_inventory_transaction,adjustment_reason,Reason for inventory adjustment,text,required when adjustment,,invoice/inventory/application/disposal record,each transaction,farm data steward,"invoice, inventory ledger, disposal/transfer record",positive quantity; registration/list check; application link where used,program-confidential,M06|M10
